id,domain,concept,definition,model_answer,expected_answer,normalized_answer,consistent
399,Abstract Properties,Redundancy,"**Redundancy** refers to the state or characteristic of having something in excess of what is strictly necessary.

This can imply:

1.  **Superfluousness:** Unnecessary repetition, duplication, or additional elements that do not add value and may be inefficient.
2.  **Intentional Duplication (for reliability):** The deliberate inclusion of extra components, information, or functions to provide a backup, enhance reliability, ensure fault tolerance, or improve clarity (e.g., backup systems, error-correcting codes, or reiterating information for emphasis).",yes,yes,yes,True
400,Abstract Properties,Redundancy,"Redundancy refers to the state of having more than what is strictly necessary or required.

This can manifest in two primary ways:

1.  **Superfluous Elements:** Unnecessary repetition or surplus components, information, or actions that do not add value or efficiency.
2.  **Deliberate Duplication:** The intentional duplication of systems, parts, or data specifically implemented to enhance reliability, fault tolerance, or performance, providing backup in case of failure.",no,no,no,True
401,Abstract Properties,Latency,Latency is the time delay between the initiation of an action or request and the completion of that action or the reception of its corresponding response.,yes,yes,yes,True
402,Abstract Properties,Latency,**Latency** is the time delay between the initiation of a request or event and the completion of the corresponding response or action. It measures the duration from a cause to its effect within a system.,no,no,no,True
403,Abstract Properties,Throughput,"Throughput is the rate at which a system, process, or device can successfully process or complete units of work (e.g., data, items, transactions) within a specified period.

It is a measure of performance, indicating how much output is generated over time.",yes,yes,yes,True
404,Abstract Properties,Throughput,"**Throughput** is the rate at which a system, process, or device can successfully process, complete, or transmit units of work, data, or items within a defined period of time.

It measures the volume of output produced over a specific duration.",no,no,no,True
405,Abstract Properties,Scalability (System),"**Scalability (System):** The ability of a system to handle an increasing amount of work, demand, or data by adding resources, without a proportionate decrease in performance or efficiency.",yes,yes,yes,True
406,Abstract Properties,Scalability (System),"**Scalability (System)** is the ability of a system to handle an increasing workload or demand by adding resources (e.g., hardware, software instances) without degrading performance or efficiency.",no,no,no,True
407,Abstract Properties,Availability (System),"**Availability (System)** refers to the degree to which a system is operational and accessible to perform its intended function when required, over a specified period.

It is typically expressed as a percentage of uptime, indicating the proportion of time the system is functioning correctly and available for use, versus the total observed time.",yes,yes,yes,True
408,Abstract Properties,Availability (System),"**Availability (System)** is the degree to which a system or service is operational and accessible when required, performing its intended functions.

It is typically measured as a percentage of uptime over a specified period, reflecting the proportion of time the system is functional and ready for use compared to its total operational time.",no,no,no,True
409,Abstract Properties,Fault Tolerance,"**Fault tolerance** is the ability of a system to continue operating reliably and maintain its intended functionality, without significant interruption, even when one or more of its components fail or experience faults.",yes,yes,yes,True
410,Abstract Properties,Fault Tolerance,"**Fault Tolerance** is the ability of a system or component to continue performing its intended function without interruption or significant degradation, even in the presence of faults or failures in some of its constituent parts.

In essence, it's about a system being designed to handle and recover from errors or malfunctions, ensuring continuous operation and availability.",no,no,no,True
411,Abstract Properties,Security,"**Security** is the state of being free from threats or dangers of harm, loss, or compromise, and the measures taken to ensure the protection and resilience of people, assets, information, or systems against such risks.",yes,yes,yes,True
412,Abstract Properties,Security,"**Security:**

The state or condition of being protected from or free from danger, threat, risk, or harm to persons, organizations, assets, or information. It encompasses the measures and precautions taken to achieve and maintain this protection.",no,no,no,True
413,Abstract Properties,Privacy (Data),"**Privacy (Data)** refers to the rights and ability of individuals to control how their personal information is collected, used, stored, shared, and disclosed. It encompasses the principles and practices designed to safeguard personal data, ensuring individuals can determine the terms and conditions under which their data is processed, thereby preventing unauthorized access, use, or misuse.",yes,yes,yes,True
414,Abstract Properties,Privacy (Data),"**Privacy (Data)** refers to the right of an individual to control their personal information, including how it is collected, used, stored, and disclosed by organizations and systems.

It encompasses the responsible and transparent management of personal data, often requiring consent or a legitimate legal basis, to protect individuals from unauthorized access, misuse, or unwarranted disclosure.",no,no,no,True
415,Abstract Properties,Compliance,"**Compliance** refers to the act of conforming to a rule, standard, law, policy, or requirement. It also describes the state of being in accordance with these established mandates.",yes,yes,yes,True
416,Abstract Properties,Compliance,"**Compliance** is the act of adhering to or conforming with a rule, law, regulation, standard, or set of requirements.",no,no,no,True
417,Abstract Properties,Portability,"**Definition:** The ability of something (e.g., a physical item, software, data, or skill) to be easily moved, transferred, or adapted for use or function in different environments, locations, or systems.",yes,yes,yes,True
418,Abstract Properties,Portability,"**Portability** is the ability of something to be easily moved, transferred, or used across different environments, systems, or contexts, typically without requiring significant modification or losing its intended functionality.",no,no,no,True
419,Abstract Properties,Maintainability (System),"**Maintainability (System):** The ease and efficiency with which a system can be understood, modified, updated, corrected, or enhanced after deployment to remain functional, adapt to changes, and meet evolving requirements.",yes,yes,yes,True
420,Abstract Properties,Maintainability (System),"**Maintainability (System)** is the ease with which a system (e.g., software, hardware, or process) can be modified to correct defects, make enhancements, or adapt to new requirements or environments, while minimizing the time, effort, and resources required throughout its operational lifecycle.",no,no,no,True
421,Mathematics & Logic,Composite Number,"A **composite number** is a positive integer greater than 1 that has at least one factor (divisor) other than 1 and itself. In other words, it has more than two distinct positive integer factors.",yes,yes,yes,True
422,Mathematics & Logic,Composite Number,"A **composite number** is a positive integer greater than 1 that has at least one factor other than 1 and itself.

In other words, it has more than two distinct positive factors.

**Examples:** 4 (factors: 1, 2, 4), 6 (factors: 1, 2, 3, 6), 9 (factors: 1, 3, 9).",no,no,no,True
423,Mathematics & Logic,Natural Number,"**Natural Numbers** are the positive whole numbers (integers greater than zero) used for counting and ordering.

**Specifics:**

*   **Common Definition (especially in elementary mathematics and number theory):** Natural numbers are the set of positive integers: **{1, 2, 3, 4, ...}**. This set is often denoted by $\mathbb{N}$ or $\mathbb{N}^+$.
*   **Alternative Definition (especially in set theory, logic, and computer science):** Natural numbers include zero, making them the set of non-negative integers: **{0, 1, 2, 3, 4, ...}**. This set is often denoted by $\mathbb{N}_0$ or sometimes also simply $\mathbb{N}$.

**Therefore, when encountering the term ""natural number,"" it's always good practice to clarify whether the definition being used includes zero.**",yes,yes,yes,True
424,Mathematics & Logic,Natural Number,"**Definition:**

A **natural number** is a whole number greater than zero, used for counting and ordering. It is a positive integer.

**Key Points:**

*   **Standard Definition:** The set of natural numbers is typically represented as $\{1, 2, 3, 4, \ldots\}$.
*   **Alternative Definition:** In some fields (especially set theory, logic, and computer science), the set of natural numbers includes zero: $\{0, 1, 2, 3, 4, \ldots\}$.
*   **Notation:** The set of natural numbers is commonly denoted by the symbol $\mathbb{N}$. If zero is included, it is sometimes denoted as $\mathbb{N}_0$ or $\mathbb{N} \cup \{0\}$.
*   **Exclusions:** Natural numbers do not include negative numbers, fractions, or decimals.",no,no,no,True
425,Mathematics & Logic,Whole Number,"**Whole Numbers** are the set of non-negative integers. They include zero (0) and all positive counting numbers (1, 2, 3, ...), but do not include fractions, decimals, or negative numbers.",yes,yes,yes,True
426,Mathematics & Logic,Whole Number,"**Whole numbers** are the set of non-negative integers. They include zero (0) and all the positive counting numbers (1, 2, 3, ...), extending infinitely. They do not include negative numbers, fractions, or decimals.",no,no,no,True
427,Mathematics & Logic,Decimal Number,"A **decimal number** is a number expressed in the base-10 number system, which uses a decimal point to separate the whole number part from the fractional part. Digits to the left of the decimal point represent whole units, while digits to the right represent values less than one (such as tenths, hundredths, etc.). (Whole numbers are considered decimal numbers with an implied fractional part of zero).",yes,yes,yes,True
428,Mathematics & Logic,Decimal Number,"A **decimal number** is a number expressed in the base-10 system that uses a **decimal point** to separate the whole number part from the fractional part.

Digits to the right of the decimal point represent values smaller than one, specifically fractions with denominators that are powers of 10 (tenths, hundredths, thousandths, and so on).

**Example:** In 2.75, '2' is the whole number part, and '.75' represents 75/100.",no,no,no,True
429,Mathematics & Logic,Ratio,"A ratio is a comparison of two or more quantities that indicates their relative size. It shows how many times one quantity contains another, or what fraction of one quantity the other is.

Ratios can be expressed as a fraction (a/b), with a colon (a:b), or using the word 'to' (a to b). The order of the quantities in a ratio is important.",yes,yes,yes,True
430,Mathematics & Logic,Ratio,"A **ratio** is a comparison between two numbers or quantities, indicating their relative sizes or how many times one quantity contains the other. It is often expressed as a fraction (a/b), with a colon (a:b), or using the word ""to"" (a to b).",no,no,no,True
431,Mathematics & Logic,Proportion,"**Proportion** refers to:

1.  **A part, share, or quantity considered in relation to a whole or another quantity.** (e.g., ""A large proportion of the budget was spent on salaries."")
2.  **In mathematics, an equation stating that two ratios are equal.** (e.g., the proportion 1/2 = 2/4 indicates that the ratio of 1 to 2 is the same as the ratio of 2 to 4.)",yes,yes,yes,True
432,Mathematics & Logic,Proportion,"**Proportion** generally refers to the relationship of a part to a whole, or the relative size, amount, or share of something compared to another quantity.

In mathematics, a proportion is an equation stating that two ratios are equal.",no,no,no,True
433,Mathematics & Logic,Sequence,"A sequence is an ordered list of elements (often called terms), where each element has a specific position. Repetition of elements is allowed, and the sequence can be finite or infinite.",yes,yes,yes,True
434,Mathematics & Logic,Sequence,"**Definition:**

A **sequence** is an ordered collection of elements, where elements can be repeated, and each element has a specific position (first, second, third, and so on).

**Key characteristics:**

*   **Ordered:** The order of the elements matters.
*   **Elements can repeat:** Unlike a set, elements in a sequence can appear multiple times.
*   **Indexed:** Each element corresponds to a natural number representing its position (e.g., the 1st term, 2nd term, $n$-th term).

Sequences can be **finite** (having a limited number of terms) or **infinite** (having an unending number of terms). Mathematically, an infinite sequence is often defined as a function whose domain is the set of natural numbers.",no,no,no,True
435,Mathematics & Logic,Series,"**Definition:**

In mathematics, a **series** is the sum of the terms of a sequence. Each individual number in the sequence that is being added is called a term.

Series can be broadly categorized into two types:

1.  **Finite Series:** The sum of a specific, limited number of terms.
2.  **Infinite Series:** The sum of an endless (infinitely many) number of terms. For an infinite series, the sum is defined as the limit of its partial sums. If this limit exists and is a finite number, the series is said to **converge** to that value. If the limit does not exist or is infinite, the series **diverges**.

It is commonly represented using summation notation (Sigma notation): $\sum_{n=1}^{k} a_n$ for a finite series, or $\sum_{n=1}^{\infty} a_n$ for an infinite series, where $a_n$ represents the $n$-th term of the sequence.",yes,yes,yes,True
436,Mathematics & Logic,Series,"A **series** is the sum of the terms of a sequence of numbers.

It can be:
*   **Finite:** The sum of a specific, limited number of terms.
*   **Infinite:** The sum of all terms in an infinite sequence.

It is typically represented using summation notation (e.g., $\sum_{n=1}^{N} a_n$ for a finite series, or $\sum_{n=1}^{\infty} a_n$ for an infinite series).",no,no,no,True
437,Mathematics & Logic,Matrix,"**Definition: Matrix**

A matrix is a rectangular array of numbers, symbols, or expressions, arranged in rows and columns. Its size is defined by the number of rows ($m$) and the number of columns ($n$), denoted as an $m \times n$ (read as ""m by n"") matrix.

Matrices are fundamental tools in linear algebra, used to represent data, linear transformations, and systems of linear equations.",yes,yes,yes,True
438,Mathematics & Logic,Matrix,"A matrix is a rectangular array of elements (typically numbers, symbols, or expressions) arranged in rows and columns.

Its size is defined by the number of rows (m) and columns (n), often referred to as an m x n matrix.",yes,no,yes,False
439,Mathematics & Logic,Vector,"A **vector** is a mathematical object characterized by both a **magnitude** (or length) and a **direction**.

It is commonly represented geometrically as an arrow (where its length signifies magnitude and its orientation signifies direction), or algebraically as an ordered list of numbers (components) in a coordinate system. Vectors are fundamental in physics and mathematics, used to describe quantities like displacement, velocity, acceleration, and force.",yes,yes,yes,True
440,Mathematics & Logic,Vector,"A **vector** is a mathematical entity characterized by having both a **magnitude** (size or length) and a **direction**.

It is often visualized as an arrow, with its length representing the magnitude and its orientation representing the direction. In a coordinate system, it can also be represented as an ordered list of numbers (components).

Examples include force, velocity, and displacement.",no,no,no,True
441,Mathematics & Logic,Scalar,"**Scalar:** A physical quantity that is completely described by its magnitude (a numerical value and a unit) alone, without any associated direction.

*Examples:* Mass, time, temperature, speed, distance, energy, volume.",yes,yes,yes,True
442,Mathematics & Logic,Scalar,"**Definition:**

A **scalar** is a quantity that is fully described by its magnitude (a numerical value) alone, without any associated direction.

**Examples:** Mass, temperature, speed, time, energy, volume, density.",no,no,no,True
443,Mathematics & Logic,Limit,"In mathematics, particularly calculus, the **limit** of a function is the value that the function's output (y-value) *approaches* and can be made *arbitrarily close to* as its input (x-value) approaches some specific point (a finite value) or infinity.

It describes the *tendency* or *behavior* of the function at or near a point, rather than necessarily the function's actual value at that point.",yes,yes,yes,True
444,Mathematics & Logic,Limit,"In mathematics, particularly calculus, a **limit** describes the value that a function or sequence 'approaches' as the input (or index) approaches some value.

More formally, it is the unique value that the output of a function (or the terms of a sequence) gets arbitrarily close to as the input (or index) gets arbitrarily close to a specified point (or tends toward infinity).

Crucially, the function or sequence does not necessarily have to actually *reach* this value, nor does it even have to be defined at the point being approached for the limit to exist.

**Example (for a function):** If $\lim_{x \to c} f(x) = L$, it means that as $x$ gets closer and closer to $c$ (from either side), the value of $f(x)$ gets closer and closer to $L$.",no,no,no,True
445,Mathematics & Logic,Integral,"An **integral** is a fundamental concept in calculus that generalizes the idea of summing infinitesimally small quantities. It has two primary forms:

*   **Definite Integral:** Represents the total accumulation of a quantity, most commonly visualized as the signed area between the graph of a function and the x-axis over a specified interval.
*   **Indefinite Integral (or Antiderivative):** Represents the inverse operation of differentiation, yielding a family of functions whose derivative is the original function (often denoted with a `+ C`).",yes,yes,yes,True
446,Mathematics & Logic,Integral,"**Integral**

In mathematics, specifically calculus, an **integral** is an operation that quantifies the total accumulation of a quantity. It primarily has two interpretations:

1.  **Accumulation/Area:** It is used to sum an infinite number of infinitesimal parts to find a total, such as the area under a curve, volume, or the total change of a quantity over an interval.
2.  **Antidifferentiation:** It is the inverse operation to differentiation, finding a function (called an antiderivative) whose derivative is the original function.

There are two main types:
*   **Definite Integral:** Calculates the net accumulation over a specific interval, resulting in a numerical value.
*   **Indefinite Integral (or Antiderivative):** Represents the family of all functions whose derivative is a given function, including an arbitrary constant.",no,no,no,True
447,Mathematics & Logic,Logical AND,"A logical operator that combines two or more propositions (statements or conditions). The resulting compound proposition is **true if, and only if, all of the individual propositions it connects are true.** If even one of the connected propositions is false, the entire combined proposition is false.

**(Symbol: $\land$ or `&&`)**",yes,yes,yes,True
448,Mathematics & Logic,Logical AND,"**Logical AND** is a binary logical operator that evaluates to `True` if and only if all of its operands (inputs) are `True`. If *any* of its operands are `False`, the result is `False`.

It is fundamental in Boolean algebra, digital logic design, and programming to combine conditions.

**Commonly represented by:** `∧`, `&`, or `&&` (in programming).",no,no,no,True
449,Mathematics & Logic,Logical OR,"**Logical OR (also known as Disjunction):**

A logical operator that combines two or more propositions (statements or operands). It yields a true result if at least one of its operands is true. The only condition under which a Logical OR operation yields a false result is when all of its operands are false.

*Commonly represented by symbols such as ""v"" (e.g., A v B) or ""||"" (e.g., A || B) in programming.*",yes,yes,yes,True
450,Mathematics & Logic,Logical OR,"**Logical OR** is a Boolean operator that evaluates to **TRUE** if at least one of its operands (propositions, statements, or conditions) is TRUE. It evaluates to **FALSE** only when all of its operands are FALSE.",no,no,no,True
451,Common Nouns,Reptile,"**Reptiles are a diverse group of ectothermic (cold-blooded) vertebrates characterized by keratinized scales or scutes covering their skin, and breathing primarily with lungs. Most lay leathery-shelled amniotic eggs on land, though some species give live birth. They typically possess four limbs, though some are limbless (e.g., snakes).**",yes,yes,yes,True
452,Common Nouns,Reptile,"A reptile is an ectothermic (cold-blooded) vertebrate with dry, scaly skin, that breathes air with lungs, and typically lays amniotic eggs with a leathery or calcareous shell.",no,no,no,True
453,Common Nouns,Vehicle,"A **vehicle** is a device or means of transport used for carrying people or goods, typically moving across land, water, air, or space.",yes,yes,yes,True
454,Common Nouns,Vehicle,"A **vehicle** is a device or machine designed or used for transporting people or goods by moving over land, air, water, or even space.",no,no,no,True
455,Science,Planet,"A planet is a celestial body that meets three specific criteria established by the International Astronomical Union (IAU):

1.  **It is in orbit around a star** (and is not itself a star or a moon orbiting another planet).
2.  **It is massive enough for its own gravity to pull it into a nearly round shape** (meaning it has achieved hydrostatic equilibrium).
3.  **It has cleared the neighborhood around its orbit** (meaning it is gravitationally dominant in its orbital zone and has removed most other smaller objects from its path).",yes,yes,yes,True
456,Science,Planet,"A planet is a celestial body that:

1.  **Orbits a star** (or stellar remnant, such as a white dwarf or neutron star).
2.  Has **sufficient mass** for its self-gravity to overcome rigid body forces and assume a hydrostatic equilibrium (nearly round) shape.
3.  Has **cleared the neighborhood** around its orbit of other significant objects.",no,no,no,True
457,Science,Acid,"An acid is a chemical species that donates a proton (H$^+$) to another substance (Brønsted-Lowry definition). In aqueous solutions, this means it increases the concentration of hydrogen ions (H$_3$O$^+$), resulting in a pH value less than 7. Acids are also characterized by turning blue litmus paper red and reacting with bases in a neutralization reaction.",no,yes,no,False
458,Science,Acid,"**Definition:**
An acid is a chemical substance that donates a proton (H+) to another substance in a reaction. When dissolved in water, acids typically produce hydrogen ions (H+), resulting in a pH less than 7, and are characterized by properties such as a sour taste and corrosive nature.",no,no,no,True
459,Energy,Fossil Fuel,"**Fossil Fuel:**
A naturally occurring hydrocarbon-rich deposit (such as coal, crude oil, or natural gas) formed over millions of years from the anaerobic decomposition of ancient organic matter (dead plants and animals) under intense heat and pressure within the Earth's crust. They are extracted and combusted primarily for energy, and are considered non-renewable resources due to their extremely slow formation rate.",yes,yes,yes,True
460,Energy,Fossil Fuel,"Fossil fuels are natural fuels, such as coal, crude oil, and natural gas, formed over millions of years from the anaerobic decomposition of ancient organic matter (plants and animals) buried under intense heat and pressure within the Earth's crust. They are extracted and burned primarily to release energy for electricity generation, heat, and transportation. As their formation process takes geological timescales, far exceeding human timescales, they are considered non-renewable resources.",no,no,no,True
461,Ethics,Responsibility,"**Responsibility** is the state of being accountable or answerable for one's actions, decisions, and duties, including the obligation to care for someone or something.",yes,yes,yes,True
462,Ethics,Responsibility,"**Responsibility** is the state or fact of being accountable for one's actions, decisions, and their consequences, as well as the duty or obligation to carry out a specific task or role.",no,no,no,True
463,Ethics,Honesty,"**Honesty** is the quality of being truthful, sincere, and straightforward in one's words, actions, and intentions. It embodies integrity, fairness, and a commitment to moral principles, actively avoiding deceit, cheating, and theft.",yes,yes,yes,True
464,Ethics,Honesty,"**Honesty** is the moral quality or virtue of being truthful in both words and actions. It involves speaking the truth, acting with integrity, fairness, and transparency, and refraining from deception, lies, or misrepresentation.",no,no,no,True
465,Procedural,Algorithm,"An algorithm is a finite, ordered set of well-defined, unambiguous instructions or a step-by-step procedure, designed to solve a specific problem or accomplish a task. It takes zero or more inputs and reliably produces a desired output.",yes,yes,yes,True
466,Procedural,Algorithm,"An algorithm is a finite, step-by-step sequence of well-defined, unambiguous instructions designed to solve a specific problem or accomplish a task, typically taking an input and producing an output.",yes,no,yes,False
467,Procedural,Rule,"A rule is an explicit or understood instruction that governs behavior, defines a procedure, or establishes a standard within a specific context, often to achieve order, fairness, or a desired outcome.",yes,yes,yes,True
468,Procedural,Rule,"A rule is an established principle, instruction, or regulation that guides or governs behavior, procedures, or the operation of a system. It typically defines what is permitted, required, or forbidden within a specific context, serving to maintain order, consistency, or fairness.",no,no,no,True
469,Abstract,Risk,"**Risk** is the possibility of an event or action leading to an undesirable outcome or loss, often arising from uncertainty.",yes,yes,yes,True
470,Abstract,Risk,"The potential for an event or action to cause harm, loss, or adversely affect the achievement of objectives, typically measured by the likelihood of its occurrence and the severity of its impact.",no,no,no,True
471,Abstract,Efficiency,"**Efficiency** is the ability to achieve a desired outcome or produce a desired output with the minimum expenditure of resources (such as time, effort, energy, or materials). It is essentially a measure of how effectively resources are converted into results, often characterized by the absence of waste.",yes,yes,yes,True
472,Abstract,Efficiency,"Efficiency is the ability to achieve a desired outcome or perform a task with the minimum amount of resources (such as time, money, energy, or materials) expended. It focuses on optimizing the ratio of output to input, thereby minimizing waste and maximizing productivity.",no,no,no,True
473,Everyday,Profession,"A profession is an occupation requiring specialized knowledge and skills, typically acquired through extensive education and training. It is characterized by the application of this expertise to provide a service, often for the public good, while adhering to a strict code of ethics and professional standards, and frequently overseen by a self-regulating body.",yes,yes,yes,True
474,Everyday,Profession,"A profession is an occupation or vocation that requires extensive specialized knowledge, skills, and often a prolonged formal education or training. It is typically guided by a code of ethics and a commitment to public service or societal well-being, often exhibiting a degree of self-regulation and requiring ongoing professional development.",no,no,no,True
475,Everyday,Exercise,"**Exercise** is planned, structured, and repetitive bodily movement performed to improve or maintain one or more components of physical fitness, health, or performance.",yes,yes,yes,True
476,Everyday,Exercise,"**Exercise** is a planned, structured, repetitive, and intentional physical activity performed with the primary goal of improving or maintaining physical fitness, health, or overall well-being.",no,no,no,True
477,Abstract,Freedom,"**Freedom** is the power or right to act, speak, or think without undue external restraint or coercion, allowing an individual to make choices and determine their own course.",yes,yes,yes,True
478,Abstract,Freedom,"**Freedom:** The ability to act, speak, or think as one chooses without external hindrance or coercion.",no,no,no,True
479,Procedural,Instruction,"A command, direction, or piece of information that specifies how something is to be done, operated, or understood. It can also refer to the act or process of teaching or providing knowledge.",yes,yes,yes,True
480,Procedural,Instruction,"An instruction is a command, direction, or piece of information intended to guide an action, teach a skill, or specify a task. It can be a single directive or part of a larger set, often given to a person, animal, or machine (e.g., in a manual or computer program).",no,no,no,True
